a,b,c,isValid,isTriangle
50,1,100,一般三角形
50,1,101,一般三角形
50,2,0,一般三角形
50,2,1,一般三角形
50,2,2,等腰三角形
50,2,50,等腰三角形
50,2,99,一般三角形
50,2,100,一般三角形
50,2,101,一般三角形
50,50,0,等腰三角形
50,50,1,等腰三角形
50,50,2,等腰三角形
50,50,50,等边三角形
50,50,99,等腰三角形
50,50,100,等腰三角形
50,50,101,等腰三角形
50,99,0,一般三角形
50,99,1,一般三角形
50,99,2,一般三角形
50,99,50,等腰三角形
50,99,99,等腰三角形
50,99,100,一般三角形
50,99,101,一般三角形
50,100,0,一般三角形
50,100,1,一般三角形
50,100,2,一般三角形
50,100,50,等腰三角形
50,100,99,一般三角形
50,100,100,等腰三角形
50,100,101,一般三角形
50,101,0,一般三角形
50,101,1,一般三角形
50,101,2,一般三角形
50,101,50,等腰三角形
50,101,99,一般三角形
50,101,100,一般三角形
50,101,101,等腰三角形
99,0,0,等腰三角形
99,0,1,一般三角形
99,0,2,一般三角形
99,0,50,一般三角形
99,0,99,等腰三角形
99,0,100,一般三角形
99,0,101,一般三角形
99,1,0,一般三角形
99,1,1,等腰三角形
99,1,2,一般三角形
99,1,50,一般三角形
99,1,99,等腰三角形
99,1,100,一般三角形
99,1,101,一般三角形
99,2,0,一般三角形
99,2,1,一般三角形
99,2,2,等腰三角形
99,2,50,一般三角形
99,2,99,等腰三角形
99,2,100,一般三角形
99,2,101,一般三角形
99,50,0,一般三角形
99,50,1,一般三角形
99,50,2,一般三角形
99,50,50,等腰三角形
99,50,99,等腰三角形
99,50,100,一般三角形
99,50,101,一般三角形
99,99,0,等腰三角形
99,99,1,等腰三角形
99,99,2,等腰三角形
99,99,50,等腰三角形
99,99,99,等边三角形
99,99,100,等腰三角形
99,99,101,等腰三角形
99,100,0,一般三角形
99,100,1,一般三角形
99,100,2,一般三角形
99,100,50,一般三角形
99,100,99,等腰三角形
99,100,100,等腰三角形
99,100,101,一般三角形
99,101,0,一般三角形
99,101,1,一般三角形
99,101,2,一般三角形
99,101,50,一般三角形
99,101,99,等腰三角形
99,101,100,一般三角形
99,101,101,等腰三角形
100,0,0,等腰三角形
100,0,1,一般三角形
100,0,2,一般三角形
100,0,50,一般三角形
100,0,99,一般三角形
100,0,100,等腰三角形
100,0,101,一般三角形
100,1,0,一般三角形
100,1,1,等腰三角形
100,1,2,一般三角形
100,1,50,一般三角形
100,1,99,一般三角形
100,1,100,等腰三角形
100,1,101,一般三角形
100,2,0,一般三角形
100,2,1,一般三角形
100,2,2,等腰三角形
100,2,50,一般三角形
100,2,99,一般三角形
100,2,100,等腰三角形
100,2,101,一般三角形
100,50,0,一般三角形
100,50,1,一般三角形
100,50,2,一般三角形
100,50,50,等腰三角形
100,50,99,一般三角形
100,50,100,等腰三角形
100,50,101,一般三角形
100,99,0,一般三角形
100,99,1,一般三角形
100,99,2,一般三角形
100,99,50,一般三角形
100,99,99,等腰三角形
100,99,100,等腰三角形
100,99,101,一般三角形
100,100,0,等腰三角形
100,100,1,等腰三角形
100,100,2,等腰三角形
100,100,50,等腰三角形
100,100,99,等腰三角形
100,100,100,等边三角形
100,100,101,等腰三角形
100,101,0,一般三角形
100,101,1,一般三角形
100,101,2,一般三角形
100,101,50,一般三角形
100,101,99,一般三角形
100,101,100,等腰三角形
100,101,101,等腰三角形
101,0,0,等腰三角形
101,0,1,一般三角形
101,0,2,一般三角形
101,0,50,一般三角形
101,0,99,一般三角形
101,0,100,一般三角形
101,0,101,等腰三角形
101,1,0,一般三角形
101,1,1,等腰三角形
101,1,2,一般三角形
101,1,50,一般三角形
101,1,99,一般三角形
101,1,100,一般三角形
101,1,101,等腰三角形
101,2,0,一般三角形
101,2,1,一般三角形
101,2,2,等腰三角形
101,2,50,一般三角形
101,2,99,一般三角形
101,2,100,一般三角形
101,2,101,等腰三角形
101,50,0,一般三角形
101,50,1,一般三角形
101,50,2,一般三角形
101,50,50,等腰三角形
101,50,99,一般三角形
101,50,100,一般三角形
101,50,101,等腰三角形
101,99,0,一般三角形
101,99,1,一般三角形
101,99,2,一般三角形
101,99,50,一般三角形
101,99,99,等腰三角形
101,99,100,一般三角形
101,99,101,等腰三角形
101,100,0,一般三角形
101,100,1,一般三角形
101,100,2,一般三角形
101,100,50,一般三角形
101,100,99,一般三角形
101,100,100,等腰三角形
101,100,101,等腰三角形
101,101,0,等腰三角形
101,101,1,等腰三角形
101,101,2,等腰三角形
101,101,50,等腰三角形
101,101,99,等腰三角形
101,101,100,等腰三角形
101,101,101,等边三角形
